request_id,lease_id,status,logged_by,ticket_number,log_date,problem,urgency,category,created_at,updated_at,deleted_at,image_path,assigned_to,expected_completion_date
1040,39,Completed,Bernita Crona,TICKET-001040,2024-04-21,Door frame damage,Level 4,Structural,2024-04-21 00:00:00,2024-04-21 00:00:00,,,,
1041,50,Completed,Bernita Crona,TICKET-001041,2024-04-22,Bed bug inspection,Level 3,Pest Control,2024-04-22 00:00:00,2024-04-22 00:00:00,,,,
1042,65,Completed,Marcus Manager,TICKET-001042,2024-04-19,Leaking faucet,Level 3,Plumbing,2024-04-19 00:00:00,2024-04-19 00:00:00,,,,
1043,144,Completed,Clark West,TICKET-001043,2024-04-20,Oven issue,Level 2,Appliance,2024-04-20 00:00:00,2024-04-20 00:00:00,,,,
1044,203,Completed,Mia Martinez,TICKET-001044,2024-04-24,Mosquito problem,Level 2,Pest Control,2024-04-24 00:00:00,2024-04-24 00:00:00,,,,
1045,83,Completed,Marcus Manager,TICKET-001045,2024-04-28,Flickering lights,Level 1,Electrical,2024-04-28 00:00:00,2024-04-28 00:00:00,,,,
1046,84,Completed,Marcus Manager,TICKET-001046,2024-04-12,Window frame repair,Level 1,Structural,2024-04-12 00:00:00,2024-04-12 00:00:00,,,,
1047,288,Completed,Mia Martinez,TICKET-001047,2024-04-29,Clogged drain,Level 3,Plumbing,2024-04-29 00:00:00,2024-04-29 00:00:00,,,,
1048,170,Completed,King Bruen,TICKET-001048,2024-04-14,Door not closing,Level 2,Structural,2024-04-14 00:00:00,2024-04-14 00:00:00,,,,
1049,190,Completed,Clark West,TICKET-001049,2024-04-30,Oven issue,Level 3,Appliance,2024-04-30 00:00:00,2024-04-30 00:00:00,,,,
1050,191,Completed,Clark West,TICKET-001050,2024-04-15,Circuit breaker tripping,Level 2,Electrical,2024-04-15 00:00:00,2024-04-15 00:00:00,,,,
1051,195,Completed,Clark West,TICKET-001051,2024-04-28,Exhaust fan noise,Level 2,Appliance,2024-04-28 00:00:00,2024-04-28 00:00:00,,,,
1052,221,Completed,Marcus Manager,TICKET-001052,2024-04-20,Electrical panel inspection,Level 2,Electrical,2024-04-20 00:00:00,2024-04-20 00:00:00,,,,
1053,221,Completed,Bernita Crona,TICKET-001053,2024-04-19,Clogged drain,Level 1,Plumbing,2024-04-19 00:00:00,2024-04-19 00:00:00,,,,
1054,224,Completed,Mia Martinez,TICKET-001054,2024-04-10,Electrical panel inspection,Level 1,Electrical,2024-04-10 00:00:00,2024-04-10 00:00:00,,,,
1055,240,Completed,King Bruen,TICKET-001055,2024-04-02,Flooring issue,Level 1,Structural,2024-04-02 00:00:00,2024-04-02 00:00:00,,,,
1056,259,Completed,Clark West,TICKET-001056,2024-04-10,Door frame damage,Level 1,Structural,2024-04-10 00:00:00,2024-04-10 00:00:00,,,,
1057,1,Completed,Clark West,TICKET-001057,2024-05-07,Light fixture malfunction,Level 4,Electrical,2024-05-07 00:00:00,2024-05-07 00:00:00,,,,
1058,1,Completed,Mia Martinez,TICKET-001058,2024-05-13,Running toilet,Level 1,Plumbing,2024-05-13 00:00:00,2024-05-13 00:00:00,,,,
1059,174,Completed,Bernita Crona,TICKET-001059,2024-05-08,Wiring problem,Level 2,Electrical,2024-05-08 00:00:00,2024-05-08 00:00:00,,,,
1060,8,Completed,Clark West,TICKET-001060,2024-05-08,Microwave not heating,Level 3,Appliance,2024-05-08 00:00:00,2024-05-08 00:00:00,,,,
1061,21,Completed,Bernita Crona,TICKET-001061,2024-05-15,Dishwasher leakage,Level 2,Appliance,2024-05-15 00:00:00,2024-05-15 00:00:00,,,,
1062,33,Completed,Mia Martinez,TICKET-001062,2024-05-27,Oven issue,Level 2,Appliance,2024-05-27 00:00:00,2024-05-27 00:00:00,,,,
1063,29,Completed,Marcus Manager,TICKET-001063,2024-05-09,Leaking faucet,Level 2,Plumbing,2024-05-09 00:00:00,2024-05-09 00:00:00,,,,
1064,41,Completed,King Bruen,TICKET-001064,2024-05-31,Ant infestation,Level 3,Pest Control,2024-05-31 00:00:00,2024-05-31 00:00:00,,,,
1065,214,Completed,Bernita Crona,TICKET-001065,2024-05-25,General pest treatment,Level 3,Pest Control,2024-05-25 00:00:00,2024-05-25 00:00:00,,,,
1066,62,Completed,King Bruen,TICKET-001066,2024-05-15,Door frame damage,Level 2,Structural,2024-05-15 00:00:00,2024-05-15 00:00:00,,,,
1067,143,Completed,Marcus Manager,TICKET-001067,2024-05-26,Microwave not heating,Level 2,Appliance,2024-05-26 00:00:00,2024-05-26 00:00:00,,,,
1068,148,Completed,King Bruen,TICKET-001068,2024-05-01,AC unit electrical issues,Level 2,Electrical,2024-05-01 00:00:00,2024-05-01 00:00:00,,,,
1069,182,Completed,Mia Martinez,TICKET-001069,2024-05-11,Spider infestation,Level 1,Pest Control,2024-05-11 00:00:00,2024-05-11 00:00:00,,,,
1070,92,Completed,Bernita Crona,TICKET-001070,2024-05-14,Loose tiles,Level 1,Structural,2024-05-14 00:00:00,2024-05-14 00:00:00,,,,
1071,94,Completed,Marcus Manager,TICKET-001071,2024-05-16,Light fixture malfunction,Level 2,Electrical,2024-05-16 00:00:00,2024-05-16 00:00:00,,,,
1072,102,Completed,Clark West,TICKET-001072,2024-05-09,AC remote issue,Level 2,Appliance,2024-05-09 00:00:00,2024-05-09 00:00:00,,,,
1073,102,Completed,Marcus Manager,TICKET-001073,2024-05-31,Loose tiles,Level 2,Structural,2024-05-31 00:00:00,2024-05-31 00:00:00,,,,
1074,121,Completed,Marcus Manager,TICKET-001074,2024-05-01,Low water pressure,Level 4,Plumbing,2024-05-01 00:00:00,2024-05-01 00:00:00,,,,
1075,135,Completed,Marcus Manager,TICKET-001075,2024-05-27,Circuit breaker tripping,Level 4,Electrical,2024-05-27 00:00:00,2024-05-27 00:00:00,,,,
1076,133,Completed,King Bruen,TICKET-001076,2024-05-26,Termite inspection,Level 2,Pest Control,2024-05-26 00:00:00,2024-05-26 00:00:00,,,,
1077,290,Completed,Clark West,TICKET-001077,2024-05-26,Spider infestation,Level 1,Pest Control,2024-05-26 00:00:00,2024-05-26 00:00:00,,,,
1078,298,Completed,Clark West,TICKET-001078,2024-05-08,General pest treatment,Level 3,Pest Control,2024-05-08 00:00:00,2024-05-08 00:00:00,,,,
1079,196,Completed,Mia Martinez,TICKET-001079,2024-05-02,Circuit breaker tripping,Level 1,Electrical,2024-05-02 00:00:00,2024-05-02 00:00:00,,,,
1080,221,Completed,Clark West,TICKET-001080,2024-05-28,AC remote issue,Level 3,Appliance,2024-05-28 00:00:00,2024-05-28 00:00:00,,,,
1081,222,Completed,Bernita Crona,TICKET-001081,2024-05-26,Ceiling crack,Level 2,Structural,2024-05-26 00:00:00,2024-05-26 00:00:00,,,,
1082,230,Completed,Marcus Manager,TICKET-001082,2024-05-06,Circuit breaker tripping,Level 1,Electrical,2024-05-06 00:00:00,2024-05-06 00:00:00,,,,
1083,226,Completed,King Bruen,TICKET-001083,2024-05-04,Dishwasher leakage,Level 2,Appliance,2024-05-04 00:00:00,2024-05-04 00:00:00,,,,
1084,271,Completed,King Bruen,TICKET-001084,2024-05-10,Circuit breaker tripping,Level 3,Electrical,2024-05-10 00:00:00,2024-05-10 00:00:00,,,,
1085,263,Completed,Mia Martinez,TICKET-001085,2024-06-23,Ant infestation,Level 3,Pest Control,2024-06-23 00:00:00,2024-06-23 00:00:00,,,,
1086,16,Completed,Mia Martinez,TICKET-001086,2024-06-09,Exhaust fan noise,Level 3,Appliance,2024-06-09 00:00:00,2024-06-09 00:00:00,,,,
1087,20,Completed,Bernita Crona,TICKET-001087,2024-06-21,Exhaust fan noise,Level 2,Appliance,2024-06-21 00:00:00,2024-06-21 00:00:00,,,,
1088,39,Completed,Marcus Manager,TICKET-001088,2024-06-30,Ant infestation,Level 3,Pest Control,2024-06-30 00:00:00,2024-06-30 00:00:00,,,,
1089,43,Completed,Clark West,TICKET-001089,2024-06-03,Oven issue,Level 3,Appliance,2024-06-03 00:00:00,2024-06-03 00:00:00,,,,
1090,51,Completed,Clark West,TICKET-001090,2024-06-14,Spider infestation,Level 2,Pest Control,2024-06-14 00:00:00,2024-06-14 00:00:00,,,,
1091,55,Completed,Bernita Crona,TICKET-001091,2024-06-09,Flickering lights,Level 3,Electrical,2024-06-09 00:00:00,2024-06-09 00:00:00,,,,
1092,211,Completed,King Bruen,TICKET-001092,2024-06-28,Switch not working,Level 2,Electrical,2024-06-28 00:00:00,2024-06-28 00:00:00,,,,
1093,84,Completed,Mia Martinez,TICKET-001093,2024-06-29,Washing machine malfunction,Level 3,Appliance,2024-06-29 00:00:00,2024-06-29 00:00:00,,,,
1094,82,Completed,Marcus Manager,TICKET-001094,2024-06-01,Oven issue,Level 1,Appliance,2024-06-01 00:00:00,2024-06-01 00:00:00,,,,
1095,180,Completed,Mia Martinez,TICKET-001095,2024-06-25,Wall crack,Level 2,Structural,2024-06-25 00:00:00,2024-06-25 00:00:00,,,,
1096,96,Completed,Clark West,TICKET-001096,2024-06-12,Leaking faucet,Level 1,Plumbing,2024-06-12 00:00:00,2024-06-12 00:00:00,,,,
1097,94,Completed,King Bruen,TICKET-001097,2024-06-28,Rodent activity,Level 3,Pest Control,2024-06-28 00:00:00,2024-06-28 00:00:00,,,,
1098,97,Completed,King Bruen,TICKET-001098,2024-06-29,General pest treatment,Level 3,Pest Control,2024-06-29 00:00:00,2024-06-29 00:00:00,,,,
1099,98,Completed,Clark West,TICKET-001099,2024-06-12,Circuit breaker tripping,Level 4,Electrical,2024-06-12 00:00:00,2024-06-12 00:00:00,,,,
1100,119,Completed,Clark West,TICKET-001100,2024-06-24,Clogged drain,Level 2,Plumbing,2024-06-24 00:00:00,2024-06-24 00:00:00,,,,
1101,116,Completed,Bernita Crona,TICKET-001101,2024-06-14,Running toilet,Level 2,Plumbing,2024-06-14 00:00:00,2024-06-14 00:00:00,,,,
1102,135,Completed,Clark West,TICKET-001102,2024-06-27,Clogged drain,Level 1,Plumbing,2024-06-27 00:00:00,2024-06-27 00:00:00,,,,
1103,133,Completed,Mia Martinez,TICKET-001103,2024-06-06,Exhaust fan noise,Level 2,Appliance,2024-06-06 00:00:00,2024-06-06 00:00:00,,,,
1104,282,Completed,King Bruen,TICKET-001104,2024-06-20,Pipe leakage,Level 1,Plumbing,2024-06-20 00:00:00,2024-06-20 00:00:00,,,,
1105,158,Completed,Marcus Manager,TICKET-001105,2024-06-12,Switch not working,Level 2,Electrical,2024-06-12 00:00:00,2024-06-12 00:00:00,,,,
1106,297,Completed,Marcus Manager,TICKET-001106,2024-06-22,Exhaust fan noise,Level 1,Appliance,2024-06-22 00:00:00,2024-06-22 00:00:00,,,,
1107,192,Completed,Marcus Manager,TICKET-001107,2024-06-20,Switch not working,Level 2,Electrical,2024-06-20 00:00:00,2024-06-20 00:00:00,,,,
1108,222,Completed,Marcus Manager,TICKET-001108,2024-06-01,Exhaust fan noise,Level 2,Appliance,2024-06-01 00:00:00,2024-06-01 00:00:00,,,,
1109,270,Completed,Bernita Crona,TICKET-001109,2024-06-14,Pipe leakage,Level 3,Plumbing,2024-06-14 00:00:00,2024-06-14 00:00:00,,,,
1110,269,Completed,Marcus Manager,TICKET-001110,2024-06-20,Rodent activity,Level 3,Pest Control,2024-06-20 00:00:00,2024-06-20 00:00:00,,,,
1111,178,Completed,Marcus Manager,TICKET-001111,2024-07-20,Ant infestation,Level 2,Pest Control,2024-07-20 00:00:00,2024-07-20 00:00:00,,,,
1112,17,Completed,Marcus Manager,TICKET-001112,2024-07-15,Electrical panel inspection,Level 1,Electrical,2024-07-15 00:00:00,2024-07-15 00:00:00,,,,
1113,36,Completed,Marcus Manager,TICKET-001113,2024-07-08,Spider infestation,Level 3,Pest Control,2024-07-08 00:00:00,2024-07-08 00:00:00,,,,
1114,28,Completed,Mia Martinez,TICKET-001114,2024-07-16,Leaking faucet,Level 1,Plumbing,2024-07-16 00:00:00,2024-07-16 00:00:00,,,,
1115,46,Completed,King Bruen,TICKET-001115,2024-07-28,AC unit electrical issues,Level 2,Electrical,2024-07-28 00:00:00,2024-07-28 00:00:00,,,,
1116,106,Completed,Clark West,TICKET-001116,2024-07-25,AC unit electrical issues,Level 1,Electrical,2024-07-25 00:00:00,2024-07-25 00:00:00,,,,
1117,103,Completed,Bernita Crona,TICKET-001117,2024-07-24,Low water pressure,Level 3,Plumbing,2024-07-24 00:00:00,2024-07-24 00:00:00,,,,
1118,77,Completed,King Bruen,TICKET-001118,2024-07-24,Bed bug inspection,Level 3,Pest Control,2024-07-24 00:00:00,2024-07-24 00:00:00,,,,
1119,62,Completed,Bernita Crona,TICKET-001119,2024-07-05,Door not closing,Level 1,Structural,2024-07-05 00:00:00,2024-07-05 00:00:00,,,,
1120,149,Completed,Mia Martinez,TICKET-001120,2024-07-13,Water heater broken,Level 1,Plumbing,2024-07-13 00:00:00,2024-07-13 00:00:00,,,,
1121,82,Completed,Clark West,TICKET-001121,2024-07-26,Flooring issue,Level 2,Structural,2024-07-26 00:00:00,2024-07-26 00:00:00,,,,
1122,93,Completed,Bernita Crona,TICKET-001122,2024-07-22,Ant infestation,Level 2,Pest Control,2024-07-22 00:00:00,2024-07-22 00:00:00,,,,
1123,93,Completed,King Bruen,TICKET-001123,2024-07-24,AC unit electrical issues,Level 1,Electrical,2024-07-24 00:00:00,2024-07-24 00:00:00,,,,
1124,101,Completed,Mia Martinez,TICKET-001124,2024-07-03,Exhaust fan noise,Level 3,Appliance,2024-07-03 00:00:00,2024-07-03 00:00:00,,,,
1125,121,Completed,Bernita Crona,TICKET-001125,2024-07-31,Mosquito problem,Level 2,Pest Control,2024-07-31 00:00:00,2024-07-31 00:00:00,,,,
1126,168,Completed,King Bruen,TICKET-001126,2024-07-02,Ant infestation,Level 3,Pest Control,2024-07-02 00:00:00,2024-07-02 00:00:00,,,,
1127,289,Completed,Clark West,TICKET-001127,2024-07-01,Wiring problem,Level 1,Electrical,2024-07-01 00:00:00,2024-07-01 00:00:00,,,,
1128,156,Completed,King Bruen,TICKET-001128,2024-07-29,Door not closing,Level 3,Structural,2024-07-29 00:00:00,2024-07-29 00:00:00,,,,
1129,152,Completed,Mia Martinez,TICKET-001129,2024-07-30,Flickering lights,Level 4,Electrical,2024-07-30 00:00:00,2024-07-30 00:00:00,,,,
1130,301,Completed,Mia Martinez,TICKET-001130,2024-07-14,Window frame repair,Level 1,Structural,2024-07-14 00:00:00,2024-07-14 00:00:00,,,,
1131,201,Completed,Bernita Crona,TICKET-001131,2024-07-27,Dishwasher leakage,Level 2,Appliance,2024-07-27 00:00:00,2024-07-27 00:00:00,,,,
1132,222,Completed,King Bruen,TICKET-001132,2024-07-13,Door frame damage,Level 4,Structural,2024-07-13 00:00:00,2024-07-13 00:00:00,,,,
1133,223,Ongoing,King Bruen,TICKET-001133,2024-07-13,Dryer not working,Level 1,Appliance,2024-07-13 00:00:00,2024-07-13 00:00:00,,,,
1134,228,Completed,Marcus Manager,TICKET-001134,2024-07-29,Water heater broken,Level 1,Plumbing,2024-07-29 00:00:00,2024-07-29 00:00:00,,,,
1135,226,Completed,Marcus Manager,TICKET-001135,2024-07-27,Cockroach sighting,Level 2,Pest Control,2024-07-27 00:00:00,2024-07-27 00:00:00,,,,
1136,238,Completed,Marcus Manager,TICKET-001136,2024-07-13,Termite inspection,Level 2,Pest Control,2024-07-13 00:00:00,2024-07-13 00:00:00,,,,
1137,271,Completed,Mia Martinez,TICKET-001137,2024-07-09,Power outlet not working,Level 1,Electrical,2024-07-09 00:00:00,2024-07-09 00:00:00,,,,
1138,255,Completed,Marcus Manager,TICKET-001138,2024-07-26,Flooring issue,Level 1,Structural,2024-07-26 00:00:00,2024-07-26 00:00:00,,,,
1139,1,Completed,King Bruen,TICKET-001139,2024-08-18,AC remote issue,Level 2,Appliance,2024-08-18 00:00:00,2024-08-18 00:00:00,,,,
1140,174,Completed,Clark West,TICKET-001140,2024-08-09,Sink drainage issue,Level 1,Plumbing,2024-08-09 00:00:00,2024-08-09 00:00:00,,,,
1141,19,Completed,King Bruen,TICKET-001141,2024-08-15,Running toilet,Level 2,Plumbing,2024-08-15 00:00:00,2024-08-15 00:00:00,,,,
1142,27,Completed,Marcus Manager,TICKET-001142,2024-08-10,Leaking faucet,Level 1,Plumbing,2024-08-10 00:00:00,2024-08-10 00:00:00,,,,
1143,34,Completed,Bernita Crona,TICKET-001143,2024-08-01,AC unit electrical issues,Level 1,Electrical,2024-08-01 00:00:00,2024-08-01 00:00:00,,,,
1144,58,Completed,Mia Martinez,TICKET-001144,2024-08-29,Termite inspection,Level 2,Pest Control,2024-08-29 00:00:00,2024-08-29 00:00:00,,,,
1145,107,Completed,Bernita Crona,TICKET-001145,2024-08-14,Water heater broken,Level 1,Plumbing,2024-08-14 00:00:00,2024-08-14 00:00:00,,,,
1146,73,Completed,Mia Martinez,TICKET-001146,2024-08-08,Light fixture malfunction,Level 1,Electrical,2024-08-08 00:00:00,2024-08-08 00:00:00,,,,
1147,68,Completed,King Bruen,TICKET-001147,2024-08-03,Ceiling crack,Level 4,Structural,2024-08-03 00:00:00,2024-08-03 00:00:00,,,,
1148,85,Completed,Mia Martinez,TICKET-001148,2024-08-22,Dishwasher leakage,Level 3,Appliance,2024-08-22 00:00:00,2024-08-22 00:00:00,,,,
1149,91,Completed,Marcus Manager,TICKET-001149,2024-08-26,Bed bug inspection,Level 2,Pest Control,2024-08-26 00:00:00,2024-08-26 00:00:00,,,,
1150,93,Completed,King Bruen,TICKET-001150,2024-08-14,Rodent activity,Level 2,Pest Control,2024-08-14 00:00:00,2024-08-14 00:00:00,,,,
1151,94,Completed,King Bruen,TICKET-001151,2024-08-22,Flooring issue,Level 3,Structural,2024-08-22 00:00:00,2024-08-22 00:00:00,,,,
1152,100,Completed,King Bruen,TICKET-001152,2024-08-23,Dryer not working,Level 3,Appliance,2024-08-23 00:00:00,2024-08-23 00:00:00,,,,
1153,122,Completed,King Bruen,TICKET-001153,2024-08-13,Pipe leakage,Level 3,Plumbing,2024-08-13 00:00:00,2024-08-13 00:00:00,,,,
1154,120,Completed,Clark West,TICKET-001154,2024-08-28,Washing machine malfunction,Level 4,Appliance,2024-08-28 00:00:00,2024-08-28 00:00:00,,,,
1155,130,Completed,Bernita Crona,TICKET-001155,2024-08-02,Exhaust fan noise,Level 1,Appliance,2024-08-02 00:00:00,2024-08-02 00:00:00,,,,
1156,129,Completed,Marcus Manager,TICKET-001156,2024-08-22,Loose tiles,Level 2,Structural,2024-08-22 00:00:00,2024-08-22 00:00:00,,,,
1157,166,Completed,Mia Martinez,TICKET-001157,2024-08-02,Low water pressure,Level 2,Plumbing,2024-08-02 00:00:00,2024-08-02 00:00:00,,,,
1158,162,Completed,Bernita Crona,TICKET-001158,2024-08-20,Flickering lights,Level 1,Electrical,2024-08-20 00:00:00,2024-08-20 00:00:00,,,,
1159,183,Completed,Marcus Manager,TICKET-001159,2024-08-20,Dishwasher leakage,Level 2,Appliance,2024-08-20 00:00:00,2024-08-20 00:00:00,,,,
1160,228,Completed,Bernita Crona,TICKET-001160,2024-08-31,Pipe leakage,Level 3,Plumbing,2024-08-31 00:00:00,2024-08-31 00:00:00,,,,
1161,254,Completed,Bernita Crona,TICKET-001161,2024-08-06,Refrigerator not cooling,Level 1,Appliance,2024-08-06 00:00:00,2024-08-06 00:00:00,,,,
1162,248,Completed,King Bruen,TICKET-001162,2024-08-03,Microwave not heating,Level 2,Appliance,2024-08-03 00:00:00,2024-08-03 00:00:00,,,,
1163,264,Completed,Marcus Manager,TICKET-001163,2024-09-12,Electrical panel inspection,Level 1,Electrical,2024-09-12 00:00:00,2024-09-12 00:00:00,,,,
1164,179,Completed,Mia Martinez,TICKET-001164,2024-09-28,Flickering lights,Level 1,Electrical,2024-09-28 00:00:00,2024-09-28 00:00:00,,,,
1165,16,Completed,Bernita Crona,TICKET-001165,2024-09-02,Spider infestation,Level 2,Pest Control,2024-09-02 00:00:00,2024-09-02 00:00:00,,,,
1166,21,Completed,Mia Martinez,TICKET-001166,2024-09-08,Bed bug inspection,Level 3,Pest Control,2024-09-08 00:00:00,2024-09-08 00:00:00,,,,
1167,17,Completed,Marcus Manager,TICKET-001167,2024-09-02,Dishwasher leakage,Level 2,Appliance,2024-09-02 00:00:00,2024-09-02 00:00:00,,,,
1168,24,Completed,Bernita Crona,TICKET-001168,2024-09-21,Switch not working,Level 1,Electrical,2024-09-21 00:00:00,2024-09-21 00:00:00,,,,
1169,40,Completed,King Bruen,TICKET-001169,2024-09-07,Flickering lights,Level 1,Electrical,2024-09-07 00:00:00,2024-09-07 00:00:00,,,,
1170,41,Completed,King Bruen,TICKET-001170,2024-09-05,AC unit electrical issues,Level 3,Electrical,2024-09-05 00:00:00,2024-09-05 00:00:00,,,,
1171,49,Completed,King Bruen,TICKET-001171,2024-09-07,Running toilet,Level 2,Plumbing,2024-09-07 00:00:00,2024-09-07 00:00:00,,,,
1172,52,Completed,Bernita Crona,TICKET-001172,2024-09-20,Bed bug inspection,Level 3,Pest Control,2024-09-20 00:00:00,2024-09-20 00:00:00,,,,
1173,56,Completed,Clark West,TICKET-001173,2024-09-23,Mosquito problem,Level 4,Pest Control,2024-09-23 00:00:00,2024-09-23 00:00:00,,,,
1174,208,Completed,Mia Martinez,TICKET-001174,2024-09-10,AC unit electrical issues,Level 1,Electrical,2024-09-10 00:00:00,2024-09-10 00:00:00,,,,
1175,146,Completed,Clark West,TICKET-001175,2024-09-18,Leaking faucet,Level 2,Plumbing,2024-09-18 00:00:00,2024-09-18 00:00:00,,,,
1176,149,Completed,Clark West,TICKET-001176,2024-09-18,AC remote issue,Level 1,Appliance,2024-09-18 00:00:00,2024-09-18 00:00:00,,,,
1177,84,Completed,Clark West,TICKET-001177,2024-09-26,Exhaust fan noise,Level 2,Appliance,2024-09-26 00:00:00,2024-09-26 00:00:00,,,,
1178,84,Completed,Bernita Crona,TICKET-001178,2024-09-14,Clogged drain,Level 1,Plumbing,2024-09-14 00:00:00,2024-09-14 00:00:00,,,,
1179,182,Completed,Bernita Crona,TICKET-001179,2024-09-28,Window frame repair,Level 1,Structural,2024-09-28 00:00:00,2024-09-28 00:00:00,,,,
1180,181,Completed,Clark West,TICKET-001180,2024-09-12,Sink drainage issue,Level 2,Plumbing,2024-09-12 00:00:00,2024-09-12 00:00:00,,,,
1181,98,Completed,Bernita Crona,TICKET-001181,2024-09-19,AC remote issue,Level 1,Appliance,2024-09-19 00:00:00,2024-09-19 00:00:00,,,,
1182,97,Completed,Bernita Crona,TICKET-001182,2024-09-29,Cockroach sighting,Level 1,Pest Control,2024-09-29 00:00:00,2024-09-29 00:00:00,,,,
1183,117,Completed,Bernita Crona,TICKET-001183,2024-09-02,Mosquito problem,Level 2,Pest Control,2024-09-02 00:00:00,2024-09-02 00:00:00,,,,
1184,122,Completed,Clark West,TICKET-001184,2024-09-18,Door not closing,Level 4,Structural,2024-09-18 00:00:00,2024-09-18 00:00:00,,,,
1185,170,Completed,Marcus Manager,TICKET-001185,2024-09-18,Dishwasher leakage,Level 1,Appliance,2024-09-18 00:00:00,2024-09-18 00:00:00,,,,
1186,294,Completed,Marcus Manager,TICKET-001186,2024-09-03,Sink drainage issue,Level 1,Plumbing,2024-09-03 00:00:00,2024-09-03 00:00:00,,,,
1187,221,Completed,Bernita Crona,TICKET-001187,2024-09-28,Dishwasher leakage,Level 3,Appliance,2024-09-28 00:00:00,2024-09-28 00:00:00,,,,
1188,221,Completed,Bernita Crona,TICKET-001188,2024-09-09,Clogged drain,Level 1,Plumbing,2024-09-09 00:00:00,2024-09-09 00:00:00,,,,
1189,233,Completed,Clark West,TICKET-001189,2024-09-15,Ceiling crack,Level 3,Structural,2024-09-15 00:00:00,2024-09-15 00:00:00,,,,
